Source,Author,Work,Work Label,Edition,Place of Production,Year of Publication,Language Code
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473579,Barcelona,1976,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473580,Madrid,D.L. 1975,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473581,Madrid,D.L. 1976,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/bimo0000229910,"Esplugas de Llobregat, Barcelona",1983,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/bimo0001587817,Algete Madrid,1999,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979768,Obras festivas,https://datos.bne.es/resource/bimo0001783081,Madrid,2001,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/bimo0001503171,Barcelona,1993,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/bimo0000526815,Madrid,D.L. 1996,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979762,Execración contra los judíos,https://datos.bne.es/resource/a5132202,Barcelona,2007 i.e. 2011,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979776,Quevedo,https://datos.bne.es/resource/bimo0000473009,Madrid,D.L. 1962,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979776,Quevedo,https://datos.bne.es/resource/bimo0000473016,Madrid,1977,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979760,Desde la torre,https://datos.bne.es/resource/bimo0001576121,"México, D.F.",1997,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/bimo0000357331,Barcelona,1989,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/bimo0000358547,S.l.,D.L. 1989,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX2274621,El sueño de la calavera,https://datos.bne.es/resource/bimo0000531696,Madrid,1945?,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979760,Desde la torre,https://datos.bne.es/resource/bimo0001226544,Madrid,1998,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979770,Obras satíricas y festivas de Francisco de Quevedo y Villegas,https://datos.bne.es/resource/bimo0001621759,Madrid,1880,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX2753263,Visita de los chistes,https://datos.bne.es/resource/Mimo0001340261,Madrid,imp. 1977,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX2753227,El mundo por dentro,https://datos.bne.es/resource/Mimo0002217429,Tetuán,1956,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/biso0000784351,La Cañada Valencia,D.L. 2006,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979768,Obras festivas,https://datos.bne.es/resource/bimo0000431900,Barcelona,1982,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX2142814,Virtud militante,https://datos.bne.es/resource/bimo0000431905,Santiago de Compostela,1985,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/bimo0000444431,Barcelona,D.L. 1994,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/bimo0000044269,Madrid,D.L. 1988,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979762,Execración contra los judíos,https://datos.bne.es/resource/bimo0000375808,Barcelona,D.L. 1993,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979776,Quevedo,https://datos.bne.es/resource/bimo0001340141,Madrid,198-,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX2142760,El entrometido y la dueña y el soplón,https://datos.bne.es/resource/bimo0001340172,Madrid,1935,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979768,Obras festivas,https://datos.bne.es/resource/bimo0001340203,Madrid,1844,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979768,Obras festivas,https://datos.bne.es/resource/bimo0001340204,Madrid,1981,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979770,Obras satíricas y festivas de Francisco de Quevedo y Villegas,https://datos.bne.es/resource/bimo0001340216,Madrid,1904,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979776,Quevedo,https://datos.bne.es/resource/bimo0000471471,Murcia,D.L. 1978,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979763,Historia de la vida del Buscón llamado don Pablos,https://datos.bne.es/resource/bimo0001332569,Barcelona,1999,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979768,Obras festivas,https://datos.bne.es/resource/a6581995,Barcelona,1966,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979768,Obras festivas,https://datos.bne.es/resource/a6581995,Barcelona,©1966,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979768,Obras festivas,https://datos.bne.es/resource/bimo0000164666,Madrid,1984,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5979762,Execración contra los judíos,https://datos.bne.es/resource/bimo0000504843,Barcelona,1996,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX5303151,Epítome a la vida de fray Tomás de Villanueva,https://datos.bne.es/resource/bimo0002023628,Guadarrama Madrid,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX2753263,Visita de los chistes,https://datos.bne.es/resource/Mimo0002271667,Madrid,2006,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX2753214,Epistolario completo de D. Francisco de Quevedo,https://datos.bne.es/resource/Mimo0002206543,Madrid,1946,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473641,Barcelona,1968,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473650,Madrid,D.L. 1975,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473652,Barcelona,D.L. 1966,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473656,Madrid,D.L. 1968,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473659,Palma de Mallorca,1948,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000856437,Paris,1882,http://id.loc.gov/vocabulary/languages/fre
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000048713,Barcelona,s.a.,http://id.loc.gov/vocabulary/languages/cat
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340266,Paris,1843,http://id.loc.gov/vocabulary/languages/fre
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340267,Paris,1942,http://id.loc.gov/vocabulary/languages/fre
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340268,Paris,1843,http://id.loc.gov/vocabulary/languages/fre
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340278,München,1965,http://id.loc.gov/vocabulary/languages/ger
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001498715,London,1927,http://id.loc.gov/vocabulary/languages/eng
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0001340269,Paris,1879,http://id.loc.gov/vocabulary/languages/fre
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0001340270,Boulogne sur Seine,1902,http://id.loc.gov/vocabulary/languages/fre
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0001340270,Paris,1902,http://id.loc.gov/vocabulary/languages/fre
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0001340277,Frankfurt am Main,1963,http://id.loc.gov/vocabulary/languages/ger
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473732,México,1963,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000473760,Madrid,D.L. 1963,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000475397,Barcelona,1965,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001557719,Algete Madrid,1999,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0002013526,Madrid,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000393452,Barcelona,1993,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000403334,Logroño,D.L. 1994,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/a6146771,Barcelona,2015,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/a6197617,Barcelona,2013,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000002005,Madrid,1986,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000259216,Barcelona,D.L. 1992,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000867544,Madrid,192-?,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000938104,Madrid,1998,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001095938,Madrid,1998,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340274,Oxford,1977,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001695389,Madrid,1951,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bima0000011819,En Ruan,1629,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000243327,Madrid,1984,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000356908,Burgos,D.L. 1991,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000630743,Madrid,1996,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000700108,Madrid,1997,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000745292,Madrid,1996,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001978540,Madrid,2004,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000348856,Barcelona,D.L. 1993,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000371474,Barcelona,D.L. 1990,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0001096015,Pedro Muñoz Ciudad Real,1998,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000170055,Madrid,1984,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000177929,Madrid,D.L. 1991,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000201526,Madrid,1985,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000280952,Madrid,D.L. 1991,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001205713,Buenos Aires,1981,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001371131,Barcelona,1999,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001723687,Madrid,2001,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0002095429,Toledo,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/a4268481,Barcelona,2008,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000021174,Madrid,1987,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000136220,Madrid,D.L. 1990,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000148237,Barcelona,1982,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000182973,Barcelona,1992,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000213173,Madrid,1985,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000368226,Barcelona,1991,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000479365,Barcelona,1996,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001260940,Madrid,1999,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340151,Madrid,1881,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340155,Madrid,1916,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340158,Barcelona,1941,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340159,Barcelona,1945,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001340161,Barcelona,1966,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0002081596,Beograd,2004,http://id.loc.gov/vocabulary/languages/scc
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0002081596,Beograd,2004,http://id.loc.gov/vocabulary/languages/scc
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001994644,Beograd,2003,http://id.loc.gov/vocabulary/languages/scc
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001994644,Beograd,2003,http://id.loc.gov/vocabulary/languages/scc
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/FF3360705,Donostia,2007,http://id.loc.gov/vocabulary/languages/baq
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001690439,Madrid,1999,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000272434,Barcelona,D.L. 1992,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000409339,Barcelona,D.L. 1994,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000410460,Barcelona,D.L. 1994,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000470530,Madrid,D.L. 1959,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000470536,Madrid,1960,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000470581,Salamanca,1965,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/a4528231,Tánger,2009,http://id.loc.gov/vocabulary/languages/ara
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000111754,Madrid,D.L. 1967,
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000129730,Gerona,1980,
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000152487,Madrid,1979,
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000470683,Madrid,D.L. 1967,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000470706,Buenos Aires,1943,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000470711,Madrid,1941,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000471080,Madrid,D.L. 1967,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000471147,Madrid,1943,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000471166,Madrid,1945,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000471170,Madrid,D.L. 1961,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000471470,Madrid,1934,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0000661641,Madrid,1997,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001599918,Madrid,1999,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001823373,Barcelona,2002,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001846312,Madrid,2003,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001970526,Madrid,2004,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0001982902,Pozuelo de Alarcón Madrid,2004,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0002007037,Madrid,2004,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/bimo0002114102,Madrid,2006,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000174873,Barcelona,D.L. 1984,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000201527,Barcelona,1985,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000470555,Madrid,D.L. 1966,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000470599,Barcelona,D.L. 1968,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000470687,Madrid,D.L. 1969,http://id.loc.gov/vocabulary/languages/spa
BNE,Francisco Quevedo,https://datos.bne.es/resource/XX3383564,Historia de la vida del Buscón,https://datos.bne.es/resource/Mimo0000470699,Estella,D.L. 1970,http://id.loc.gov/vocabulary/languages/spa
